machine_id,day,runtime_minutes,utilization_percent,health_score,temperature_c,vibration_mm_s,power_consumption_kw,failure_event
M008,283,685,95.14,84.26,60.2,2.41,7.53,1
M009,283,520,72.22,87.79,69.8,3.45,4.15,0
M010,283,507,70.42,80.49,68.2,2.6,5.78,0
M011,283,615,85.42,81.45,61.1,2.6,15.16,0
M012,283,460,63.89,80.92,69.0,3.36,3.93,0
M013,283,565,78.47,89.87,63.9,1.56,34.61,0
M014,283,534,74.17,81.53,58.6,2.81,5.98,0
M015,283,495,68.75,83.31,77.1,1.73,5.04,0
M016,283,601,83.47,83.0,76.3,2.78,24.97,0
M017,283,697,96.81,77.98,69.3,2.57,19.95,0
M018,283,478,66.39,89.17,72.0,2.43,5.35,0
M001,284,655,90.97,81.94,69.5,3.09,18.97,1
M002,284,536,74.44,83.27,58.0,1.93,20.88,0
M003,284,442,61.39,88.76,51.3,2.73,4.02,0
M004,284,613,85.14,76.93,60.3,2.99,12.43,1
M005,284,507,70.42,83.17,54.2,2.8,12.21,0
M006,284,509,70.69,83.87,60.5,2.52,5.02,0
M007,284,576,80.0,84.08,62.0,2.22,17.08,0
M008,284,595,82.64,78.44,55.5,2.93,7.89,0
M009,284,483,67.08,87.47,62.3,2.41,3.89,0
M010,284,532,73.89,83.35,80.6,3.09,6.56,0
M011,284,589,81.81,75.28,59.9,3.6,17.31,1
M012,284,436,60.56,81.07,72.1,2.08,5.26,0
M013,284,682,94.72,81.58,73.8,2.73,32.56,0
M014,284,437,60.69,77.89,64.3,2.63,5.68,0
M015,284,500,69.44,88.03,79.3,2.91,5.36,0
M016,284,715,99.31,77.39,66.1,3.46,20.61,1
M017,284,540,75.0,78.91,53.1,2.0,13.77,1
M018,284,601,83.47,89.08,60.5,3.56,4.39,0
M001,285,621,86.25,89.96,72.7,3.45,15.28,0
M002,285,612,85.0,81.36,54.7,2.13,15.07,0
M003,285,638,88.61,88.59,74.5,2.45,4.3,0
M004,285,430,59.72,76.36,64.3,2.2,11.95,0
M005,285,660,91.67,84.89,57.4,1.72,13.61,1
M006,285,611,84.86,82.45,69.1,3.2,4.38,0
M007,285,557,77.36,82.65,78.9,2.24,16.23,1
M008,285,556,77.22,82.85,71.6,2.76,9.89,0
M009,285,537,74.58,81.48,74.1,1.74,3.98,0
M010,285,435,60.42,81.58,54.1,2.99,6.35,1
M011,285,435,60.42,82.46,53.7,3.31,18.79,0
M012,285,483,67.08,84.44,57.4,3.96,5.22,0
M013,285,701,97.36,87.69,60.2,2.98,27.04,0
M014,285,616,85.56,81.59,60.3,2.92,6.0,0
M015,285,450,62.5,86.87,60.8,1.68,4.18,0
M016,285,469,65.14,82.21,66.5,2.16,28.42,0
M017,285,518,71.94,84.34,56.2,1.55,20.15,0
M018,285,499,69.31,78.3,62.1,2.73,5.33,1
M001,286,632,87.78,84.46,62.6,2.92,20.49,1
M002,286,542,75.28,79.65,63.8,3.69,15.69,1
M003,286,629,87.36,83.05,70.4,2.71,4.52,0
M004,286,530,73.61,85.57,65.0,2.87,11.94,0
M005,286,549,76.25,83.61,69.3,3.74,9.03,0
M006,286,703,97.64,80.86,70.4,2.65,5.14,0
M007,286,539,74.86,74.7,73.3,3.21,17.77,0
M008,286,436,60.56,82.57,79.0,1.97,9.33,0
M009,286,454,63.06,81.4,62.2,3.24,4.96,0
M010,286,690,95.83,81.29,65.6,1.44,6.75,0
M011,286,581,80.69,89.0,62.2,3.58,15.78,0
M012,286,452,62.78,80.54,52.7,2.66,5.13,0
M013,286,487,67.64,77.71,54.9,3.38,25.24,0
M014,286,508,70.56,81.07,76.1,2.24,6.26,0
M015,286,661,91.81,85.99,64.0,2.67,3.94,0
M016,286,586,81.39,88.06,63.9,3.1,20.93,0
M017,286,567,78.75,86.96,59.1,2.7,19.83,0
M018,286,456,63.33,79.01,74.1,2.45,3.79,1
M001,287,507,70.42,87.7,72.9,3.52,20.23,0
M002,287,589,81.81,89.08,54.2,2.61,15.31,0
M003,287,673,93.47,76.88,59.6,3.07,4.91,0
M004,287,687,95.42,86.84,63.3,2.64,15.53,0
M005,287,436,60.56,76.03,64.1,2.47,12.61,0
M006,287,443,61.53,81.0,66.6,3.58,4.45,0
M007,287,487,67.64,82.57,79.3,2.52,17.49,0
M008,287,660,91.67,76.97,64.8,1.95,7.69,1
M009,287,626,86.94,84.1,57.7,3.59,5.48,0
M010,287,512,71.11,84.46,65.6,3.27,5.91,0
M011,287,569,79.03,77.13,73.4,3.01,19.43,0
M012,287,679,94.31,86.66,51.4,3.96,5.34,0
M013,287,516,71.67,81.09,74.3,1.62,28.2,0
M014,287,597,82.92,78.08,60.7,2.57,7.2,0
M015,287,569,79.03,91.77,73.0,2.5,5.18,0
M016,287,567,78.75,86.39,58.0,1.49,28.25,0
M017,287,556,77.22,89.38,74.0,2.15,13.37,0
M018,287,676,93.89,74.15,77.5,2.83,5.12,1
M001,288,469,65.14,88.09,59.6,3.14,14.36,1
M002,288,588,81.67,75.17,68.3,3.02,16.12,0
M003,288,620,86.11,89.79,72.3,3.45,4.52,1
M004,288,586,81.39,89.12,71.8,2.52,15.28,0
M005,288,599,83.19,73.94,70.0,3.15,9.34,0
M006,288,583,80.97,82.37,58.0,1.94,4.66,0
M007,288,662,91.94,82.97,71.5,1.89,18.59,0
M008,288,546,75.83,77.79,65.8,3.03,9.53,1
M009,288,429,59.58,88.09,58.6,2.81,4.38,0
M010,288,710,98.61,79.8,70.1,3.49,4.82,1
M011,288,461,64.03,87.25,61.4,3.16,18.31,1
M012,288,452,62.78,72.9,70.4,3.53,5.4,0
M013,288,466,64.72,85.59,60.2,2.45,29.99,0
M014,288,477,66.25,84.81,63.4,1.27,4.96,0
M015,288,657,91.25,78.24,59.6,1.71,5.19,0
M016,288,618,85.83,82.18,64.2,4.0,18.67,0
M017,288,501,69.58,81.66,64.5,3.04,17.41,1
M018,288,443,61.53,88.83,74.3,1.64,4.53,0
M001,289,603,83.75,89.93,67.7,2.88,18.52,0
M002,289,571,79.31,88.54,58.2,2.4,20.66,0
M003,289,559,77.64,88.02,65.4,2.59,4.1,0
M004,289,682,94.72,81.91,65.1,2.69,13.16,0
M005,289,550,76.39,88.96,51.6,3.02,10.23,0
M006,289,523,72.64,74.92,54.0,2.53,4.0,0
M007,289,425,59.03,84.55,52.8,3.86,16.59,0
M008,289,491,68.19,85.41,71.7,2.99,9.35,0
M009,289,483,67.08,85.02,65.8,2.66,5.31,0
M010,289,684,95.0,79.13,56.4,2.96,6.4,0
M011,289,525,72.92,75.98,63.1,2.03,20.64,0
M012,289,636,88.33,90.51,69.1,2.38,4.78,0
M013,289,679,94.31,83.48,68.7,1.77,35.31,0
M014,289,635,88.19,78.48,63.4,2.92,7.54,0
M015,289,651,90.42,77.97,65.6,2.74,4.79,1
M016,289,565,78.47,83.67,74.8,3.48,28.34,0
M017,289,559,77.64,87.05,63.1,3.41,13.43,1
M018,289,440,61.11,81.93,67.6,1.65,5.48,0
M001,290,718,99.72,86.86,71.5,2.63,14.8,0
M002,290,475,65.97,79.4,64.4,2.43,20.5,0
M003,290,546,75.83,85.69,57.8,1.99,4.55,0
M004,290,516,71.67,87.17,61.9,2.0,13.99,0
M005,290,662,91.94,77.66,60.2,2.58,10.61,0
M006,290,611,84.86,84.8,73.6,2.77,4.34,0
M007,290,667,92.64,81.01,61.4,1.42,17.78,0
M008,290,633,87.92,72.98,64.4,3.26,9.67,0
M009,290,605,84.03,75.49,68.7,2.2,4.68,0
M010,290,693,96.25,82.08,66.3,2.92,5.7,0
M011,290,645,89.58,76.99,67.1,2.02,15.1,1
M012,290,679,94.31,83.49,67.7,2.76,4.35,0
M013,290,437,60.69,84.14,57.3,3.31,24.09,0
M014,290,653,90.69,79.01,79.6,2.34,5.38,0
M015,290,568,78.89,81.62,60.2,3.8,5.04,0
M016,290,636,88.33,88.37,64.1,3.03,19.53,0
M017,290,444,61.67,75.88,54.8,3.91,14.5,0
M018,290,443,61.53,77.42,73.7,3.0,4.68,0
M001,291,634,88.06,82.87,65.2,2.45,17.19,0
M002,291,681,94.58,81.95,57.5,1.89,13.91,0
M003,291,645,89.58,88.54,64.5,3.76,3.77,0
M004,291,472,65.56,82.97,71.4,2.79,11.68,0
M005,291,532,73.89,76.98,59.3,1.82,13.19,0
M006,291,625,86.81,81.36,79.6,1.97,4.2,0
M007,291,579,80.42,81.43,77.9,2.45,16.17,0
M008,291,696,96.67,81.2,68.5,2.13,10.24,0
M009,291,558,77.5,84.63,68.8,2.97,4.55,0
M010,291,430,59.72,83.62,75.4,2.79,5.96,0
M011,291,558,77.5,81.43,73.8,3.37,16.12,0
M012,291,651,90.42,81.9,66.1,3.15,4.19,1
M013,291,421,58.47,84.88,69.9,2.73,30.43,0
M014,291,455,63.19,85.21,62.8,2.78,5.37,0
M015,291,515,71.53,81.91,75.0,3.03,5.08,0
M016,291,717,99.58,86.93,69.8,3.08,24.29,1
M017,291,428,59.44,78.46,77.4,3.58,17.21,0
M018,291,475,65.97,89.77,61.7,2.76,4.88,0
M001,292,496,68.89,82.68,58.1,2.1,15.67,0
M002,292,518,71.94,81.54,64.0,2.38,15.55,0
M003,292,687,95.42,83.14,77.1,2.98,5.18,0
M004,292,715,99.31,80.64,67.4,1.34,11.74,0
M005,292,533,74.03,80.57,62.1,1.69,10.01,0
M006,292,683,94.86,81.08,76.4,3.13,4.88,0
M007,292,571,79.31,83.18,68.7,2.86,13.56,0
M008,292,592,82.22,79.7,67.9,2.41,7.78,0
M009,292,582,80.83,83.84,59.1,2.01,3.99,0
M010,292,438,60.83,77.99,74.5,2.58,5.33,0
M011,292,428,59.44,77.1,68.1,2.26,20.01,1
M012,292,605,84.03,84.82,76.4,2.25,3.62,0
M013,292,691,95.97,81.84,72.8,2.75,27.08,0
M014,292,471,65.42,78.04,62.5,2.81,5.94,1
M015,292,615,85.42,83.67,53.3,3.92,3.96,1
M016,292,504,70.0,84.25,56.5,1.17,25.76,0
M017,292,481,66.81,78.44,72.4,3.62,19.65,0
M018,292,564,78.33,87.64,54.7,1.79,5.57,0
M001,293,620,86.11,90.4,70.6,3.16,18.46,0
M002,293,420,58.33,80.57,75.9,3.7,19.79,0
M003,293,465,64.58,81.38,75.5,3.37,4.9,1
M004,293,482,66.94,82.95,73.0,3.75,12.32,0
M005,293,472,65.56,80.1,74.7,3.62,14.25,1
M006,293,569,79.03,73.88,74.8,4.05,4.78,1
M007,293,434,60.28,79.65,70.1,1.83,16.31,1
M008,293,510,70.83,87.5,70.5,2.37,8.06,0
M009,293,611,84.86,85.4,66.9,2.53,4.47,0
M010,293,468,65.0,87.16,75.0,2.49,7.06,0
M011,293,579,80.42,83.63,74.7,1.21,17.81,0
M012,293,504,70.0,78.91,62.6,1.75,4.77,0
M013,293,680,94.44,81.47,65.4,1.86,24.85,0
M014,293,489,67.92,89.23,56.3,2.53,6.9,0
M015,293,619,85.97,85.21,61.9,2.61,5.17,0
M016,293,595,82.64,87.83,61.1,2.54,26.7,0
M017,293,698,96.94,79.39,73.2,2.72,18.92,1
M018,293,656,91.11,80.9,64.0,1.46,4.26,0
M001,294,558,77.5,88.58,61.6,1.84,14.27,0
M002,294,678,94.17,85.26,63.1,2.95,13.58,0
M003,294,498,69.17,78.52,51.8,2.49,4.14,0
M004,294,603,83.75,79.27,75.6,2.32,15.2,0
M005,294,596,82.78,89.5,77.7,3.6,10.58,0
M006,294,708,98.33,81.93,60.9,2.13,4.17,0
M007,294,513,71.25,87.82,74.6,3.64,13.99,0
M008,294,570,79.17,82.71,60.5,2.21,8.61,0
M009,294,655,90.97,89.58,75.2,3.36,5.52,0
M010,294,421,58.47,84.98,62.7,2.64,7.24,0
M011,294,692,96.11,85.06,60.5,3.0,16.47,0
M012,294,452,62.78,74.73,69.0,3.0,3.94,1
M013,294,678,94.17,79.6,52.3,2.01,37.7,0
M014,294,608,84.44,77.24,59.3,2.03,7.1,0
M015,294,523,72.64,76.83,65.6,1.72,5.0,0
M016,294,588,81.67,83.98,66.8,2.7,22.65,0
M017,294,494,68.61,87.26,70.3,3.08,16.85,0
M018,294,471,65.42,87.6,71.1,2.94,4.43,0
M001,295,657,91.25,85.82,61.2,2.02,16.65,1
M002,295,636,88.33,83.84,74.7,2.91,15.36,0
M003,295,628,87.22,89.56,74.3,2.19,4.26,0
M004,295,515,71.53,87.38,66.6,3.11,11.24,0
M005,295,534,74.17,85.21,81.2,2.57,13.95,0
M006,295,443,61.53,82.84,63.1,2.5,5.05,0
M007,295,639,88.75,81.1,73.4,3.61,16.39,0
M008,295,621,86.25,74.53,71.3,2.56,11.26,0
M009,295,609,84.58,82.2,61.3,2.89,5.44,1
M010,295,506,70.28,89.97,53.3,2.85,6.54,0
M011,295,464,64.44,82.58,64.0,2.69,23.75,0
M012,295,442,61.39,83.02,63.1,2.62,4.01,0
M013,295,648,90.0,76.93,67.1,2.45,37.86,0
M014,295,480,66.67,85.85,77.0,1.96,7.5,0
M015,295,550,76.39,85.36,66.0,3.05,5.05,0
M016,295,464,64.44,83.92,62.0,2.37,24.68,0
M017,295,594,82.5,87.0,61.1,3.89,19.06,0
M018,295,426,59.17,81.65,64.0,1.9,4.31,0
M001,296,440,61.11,84.18,63.4,2.24,17.58,0
M002,296,577,80.14,87.12,61.4,2.63,19.69,0
M003,296,697,96.81,84.93,62.9,3.21,5.2,0
M004,296,448,62.22,82.9,65.7,1.87,17.01,0
M005,296,421,58.47,82.69,69.0,2.13,13.25,0
M006,296,426,59.17,79.7,60.8,2.07,4.6,0
M007,296,718,99.72,80.34,64.1,2.81,12.37,1
M008,296,544,75.56,86.38,70.5,2.42,10.09,0
M009,296,564,78.33,81.77,79.9,2.6,5.45,0
M010,296,595,82.64,86.71,76.4,3.34,6.48,1
M011,296,458,63.61,83.13,70.8,2.95,18.22,0
M012,296,637,88.47,81.94,73.1,1.79,5.34,0
M013,296,642,89.17,83.16,81.3,2.04,31.84,0
M014,296,702,97.5,84.6,59.9,2.71,7.32,0
M015,296,588,81.67,80.77,74.9,1.75,4.88,0
M016,296,584,81.11,84.76,67.1,2.83,18.93,0
M017,296,428,59.44,88.16,59.3,1.71,16.47,0
M018,296,515,71.53,82.96,59.7,2.42,5.66,0
M001,297,578,80.28,87.08,63.3,3.71,16.27,0
M002,297,448,62.22,86.6,57.8,3.42,16.78,0
M003,297,585,81.25,86.59,69.0,2.01,3.75,0
M004,297,477,66.25,88.29,58.6,3.46,13.37,0
M005,297,428,59.44,83.18,55.8,3.45,9.11,0
M006,297,674,93.61,78.33,51.0,3.45,4.85,1
M007,297,595,82.64,74.73,64.1,1.65,16.27,0
M008,297,424,58.89,81.66,69.9,2.96,7.52,0
M009,297,705,97.92,83.86,58.7,1.26,4.39,0
M010,297,690,95.83,84.56,59.6,3.39,7.39,0
M011,297,624,86.67,81.32,65.4,1.17,17.1,0
M012,297,651,90.42,87.4,62.9,3.39,3.64,0
M013,297,505,70.14,81.18,75.0,3.05,27.55,0
M014,297,608,84.44,83.19,59.1,2.17,5.45,0
M015,297,598,83.06,83.33,65.7,3.12,4.67,0
M016,297,423,58.75,86.05,67.7,3.68,25.51,0
M017,297,532,73.89,90.25,77.1,3.08,16.68,0
M018,297,636,88.33,80.77,53.2,3.51,4.68,0
M001,298,630,87.5,86.43,74.7,3.61,20.33,0
M002,298,530,73.61,85.04,69.3,4.08,16.36,0
M003,298,460,63.89,85.01,75.5,1.81,5.61,0
M004,298,703,97.64,75.97,57.9,2.73,11.88,0
M005,298,554,76.94,85.04,58.0,1.86,12.42,0
M006,298,470,65.28,89.6,70.0,2.64,4.86,0
M007,298,614,85.28,73.04,64.6,2.92,12.73,0
M008,298,702,97.5,81.43,63.8,3.78,8.88,1
M009,298,486,67.5,84.25,70.1,1.82,5.21,0
M010,298,672,93.33,83.38,65.9,2.83,6.09,1
M011,298,434,60.28,82.45,67.3,2.33,19.92,0
M012,298,560,77.78,81.11,76.6,3.35,3.81,0
M013,298,453,62.92,84.02,77.0,1.61,35.05,0
M014,298,692,96.11,87.37,56.5,1.64,5.97,0
M015,298,521,72.36,78.01,71.1,1.87,4.63,0
M016,298,485,67.36,77.62,78.6,3.76,25.54,1
M017,298,488,67.78,81.43,72.2,3.6,13.7,0
M018,298,480,66.67,75.53,54.3,2.5,5.04,0
M001,299,521,72.36,81.37,74.3,2.78,16.24,0
M002,299,467,64.86,81.51,66.7,2.84,19.13,0
M003,299,557,77.36,80.57,74.8,3.42,4.07,0
M004,299,697,96.81,85.09,62.9,2.32,16.64,0
M005,299,581,80.69,84.58,66.4,1.27,10.32,0
M006,299,677,94.03,77.79,65.9,2.76,4.46,0
M007,299,459,63.75,81.51,75.0,3.31,17.71,0
M008,299,522,72.5,87.62,77.5,2.78,10.73,0
M009,299,573,79.58,79.33,59.3,3.78,3.89,0
M010,299,602,83.61,87.09,67.9,2.55,6.0,0
M011,299,561,77.92,81.14,53.0,2.98,21.91,0
M012,299,681,94.58,86.02,74.8,2.53,5.18,0
M013,299,453,62.92,80.63,56.2,2.9,30.46,0
M014,299,499,69.31,80.38,67.1,3.3,7.27,0
M015,299,635,88.19,89.53,58.8,3.06,3.71,0
M016,299,611,84.86,83.49,60.8,3.47,23.55,0
M017,299,595,82.64,85.52,52.4,1.77,18.18,0
M018,299,704,97.78,76.13,72.9,3.06,4.59,0
M001,300,461,64.03,82.13,69.4,2.95,17.74,1
M002,300,639,88.75,77.02,65.6,2.18,17.63,0
M003,300,596,82.78,81.13,50.0,3.65,3.64,0
M004,300,455,63.19,82.66,74.2,2.29,15.86,0
M005,300,448,62.22,79.17,70.5,2.03,9.33,0
M006,300,636,88.33,84.93,62.4,2.55,4.06,0
M007,300,679,94.31,73.84,63.4,3.27,13.93,1
M008,300,467,64.86,88.23,67.1,1.74,11.01,0
M009,300,485,67.36,80.06,51.5,3.0,5.7,0
M010,300,472,65.56,79.17,60.3,2.16,5.9,1
M011,300,677,94.03,77.2,70.5,2.39,16.68,0
M012,300,518,71.94,80.43,71.5,2.08,4.19,0
M013,300,687,95.42,85.68,63.2,1.84,31.29,0
M014,300,530,73.61,82.58,59.0,2.09,6.6,0
M015,300,513,71.25,80.85,60.6,1.66,3.7,0
M016,300,566,78.61,90.02,63.8,3.59,19.92,0
M017,300,523,72.64,77.83,67.3,1.97,18.14,0
M018,300,480,66.67,83.44,66.2,3.58,4.68,0
M001,301,602,83.61,82.73,79.1,2.33,18.98,0
M002,301,675,93.75,86.69,56.3,2.67,20.15,0
M003,301,714,99.17,89.03,67.2,1.82,5.6,0
M004,301,501,69.58,79.7,79.4,2.88,13.42,1
M005,301,443,61.53,81.11,70.5,1.88,13.53,0
M006,301,446,61.94,78.09,63.3,2.75,5.25,0
M007,301,431,59.86,85.17,70.1,1.47,16.02,0
M008,301,705,97.92,86.08,65.0,2.25,7.49,0
M009,301,712,98.89,81.93,59.2,2.85,4.62,1
M010,301,433,60.14,77.12,59.4,3.03,6.49,1
M011,301,451,62.64,80.8,58.5,3.74,18.37,1
M012,301,605,84.03,72.06,64.4,2.77,4.92,1
M013,301,496,68.89,86.57,57.9,3.08,31.34,0
M014,301,646,89.72,83.3,68.4,3.45,5.7,0
M015,301,452,62.78,83.91,67.0,2.55,4.09,0
M016,301,656,91.11,91.64,73.9,3.22,22.36,0
M017,301,702,97.5,81.93,60.3,3.67,18.39,0
M018,301,655,90.97,84.18,67.6,2.1,4.33,0
M001,302,701,97.36,79.4,64.6,3.14,14.71,1
M002,302,524,72.78,90.0,58.7,2.35,16.96,0
M003,302,676,93.89,76.28,62.9,2.43,3.98,0
M004,302,510,70.83,85.95,57.1,3.35,14.56,0
M005,302,498,69.17,82.94,63.8,1.26,9.89,0
M006,302,689,95.69,74.54,64.6,2.75,4.58,1
M007,302,539,74.86,86.88,65.0,1.26,14.29,0
M008,302,440,61.11,81.25,70.9,3.56,7.27,0
M009,302,689,95.69,82.44,52.7,3.67,3.78,1
M010,302,521,72.36,82.07,81.4,2.91,5.07,1
M011,302,646,89.72,87.5,73.5,2.87,15.3,0
M012,302,460,63.89,75.87,61.0,2.28,4.92,1
M013,302,452,62.78,82.13,64.6,2.32,35.57,0
M014,302,595,82.64,81.28,69.0,4.06,5.73,0
M015,302,513,71.25,77.77,66.7,1.42,4.52,0
M016,302,565,78.47,85.65,61.6,4.09,21.88,0
M017,302,550,76.39,80.23,69.6,2.38,13.69,0
M018,302,704,97.78,74.26,68.7,2.24,3.93,1
M001,303,536,74.44,84.5,70.1,3.05,13.63,1
M002,303,537,74.58,79.49,67.3,2.54,19.04,0
M003,303,455,63.19,85.7,72.8,2.32,5.37,0
M004,303,608,84.44,83.87,62.9,2.01,11.33,0
M005,303,646,89.72,87.04,81.3,3.28,11.42,1
M006,303,619,85.97,82.16,60.8,2.68,5.53,0
M007,303,539,74.86,82.27,75.1,2.37,15.75,1
M008,303,659,91.53,85.11,73.6,3.46,7.2,0
M009,303,582,80.83,76.94,71.5,1.62,3.81,0
M010,303,576,80.0,78.08,58.1,2.8,5.96,1
M011,303,596,82.78,72.8,66.1,3.09,17.04,1
M012,303,575,79.86,88.62,76.0,1.85,3.93,0
M013,303,652,90.56,78.66,63.7,3.67,35.33,1
M014,303,461,64.03,82.45,73.7,4.0,6.2,1
M015,303,696,96.67,80.51,70.1,2.99,4.8,1
M016,303,714,99.17,74.23,59.8,2.64,26.56,1
M017,303,422,58.61,81.37,72.9,1.98,18.63,0
M018,303,421,58.47,75.92,61.0,2.0,3.98,0
M001,304,609,84.58,80.8,64.8,3.15,17.5,1
M002,304,425,59.03,83.08,71.4,2.92,18.43,0
M003,304,673,93.47,84.9,61.2,3.42,4.79,1
M004,304,534,74.17,88.3,54.1,2.37,16.12,0
M005,304,564,78.33,83.68,53.0,2.99,10.3,0
M006,304,570,79.17,80.76,57.5,1.85,5.32,0
M007,304,435,60.42,78.89,59.8,3.4,17.79,1
M008,304,437,60.69,73.13,71.0,3.98,10.8,1
M009,304,637,88.47,83.15,64.2,2.95,5.19,0
M010,304,649,90.14,82.73,64.5,2.64,7.43,0
M011,304,718,99.72,77.25,56.5,3.45,15.96,0
M012,304,705,97.92,77.27,62.3,3.15,5.5,1
M013,304,520,72.22,84.86,64.5,2.94,31.1,0
M014,304,681,94.58,82.89,74.7,3.7,6.62,0
M015,304,487,67.64,88.4,68.1,1.95,4.88,0
M016,304,665,92.36,90.27,79.3,2.99,28.04,1
M017,304,559,77.64,81.97,69.7,2.25,15.61,0
M018,304,463,64.31,77.39,68.2,1.78,4.12,0
M001,305,420,58.33,82.28,67.3,2.75,13.67,0
M002,305,524,72.78,80.54,59.6,2.04,14.22,0
M003,305,719,99.86,77.17,66.9,2.2,3.79,0
M004,305,532,73.89,79.36,53.2,2.97,10.94,0
M005,305,639,88.75,79.12,62.5,1.39,11.86,1
M006,305,619,85.97,83.2,60.9,2.96,4.49,0
M007,305,643,89.31,81.06,63.0,1.87,18.55,0
M008,305,451,62.64,79.24,62.8,2.7,9.28,1
M009,305,460,63.89,86.04,70.5,3.39,3.76,0
M010,305,489,67.92,80.16,69.9,2.46,6.43,0
M011,305,543,75.42,81.41,67.4,2.6,18.95,0
M012,305,510,70.83,83.12,68.7,2.34,5.59,0
M013,305,536,74.44,79.25,69.7,3.19,25.97,0
M014,305,638,88.61,83.75,61.4,2.05,7.46,0
M015,305,589,81.81,88.12,66.7,3.57,5.68,0
M016,305,441,61.25,74.96,60.3,2.29,18.95,0
M017,305,566,78.61,82.45,70.1,2.72,14.54,0
M018,305,425,59.03,78.86,69.4,2.65,5.09,0
M001,306,660,91.67,90.08,73.9,1.53,13.53,1
M002,306,707,98.19,81.87,67.5,3.02,16.91,0
M003,306,485,67.36,85.92,70.2,2.87,4.32,0
M004,306,605,84.03,83.79,68.8,2.62,11.96,0
M005,306,571,79.31,79.88,71.6,2.81,12.81,1
M006,306,443,61.53,84.77,63.8,3.21,4.1,1
M007,306,622,86.39,75.44,55.9,3.16,15.93,1
M008,306,453,62.92,82.6,75.3,2.25,11.36,0
M009,306,477,66.25,76.73,69.9,2.31,4.37,1
M010,306,541,75.14,79.36,65.5,1.73,5.01,0
M011,306,604,83.89,74.28,59.6,2.88,22.36,1
M012,306,483,67.08,83.0,76.6,1.98,5.61,0
M013,306,443,61.53,76.91,65.3,1.63,32.82,1
M014,306,534,74.17,84.69,58.8,3.56,7.51,0
M015,306,560,77.78,88.37,58.4,3.31,5.56,1
M016,306,546,75.83,86.15,67.8,2.39,27.7,0
M017,306,512,71.11,76.17,75.4,1.7,20.38,0
M018,306,576,80.0,82.04,61.3,1.99,4.67,0
M001,307,462,64.17,84.11,76.8,2.55,15.43,0
M002,307,492,68.33,76.15,65.3,2.1,16.99,1
M003,307,682,94.72,86.63,72.0,2.24,4.9,1
M004,307,433,60.14,84.19,63.2,2.66,11.32,0
M005,307,595,82.64,76.82,66.5,1.99,12.15,0
M006,307,533,74.03,82.33,64.7,2.78,4.72,0
M007,307,600,83.33,78.4,73.6,3.52,14.38,1
M008,307,520,72.22,91.26,57.4,4.07,10.81,0
M009,307,597,82.92,84.58,62.6,2.74,4.34,0
M010,307,665,92.36,76.02,78.7,2.17,5.43,1
M011,307,505,70.14,83.17,64.2,1.6,17.67,0
M012,307,448,62.22,86.6,56.6,1.56,4.99,0
M013,307,485,67.36,81.89,79.9,2.79,35.9,0
M014,307,440,61.11,87.84,78.9,3.42,6.6,0
M015,307,420,58.33,89.36,68.6,2.69,4.46,0
M016,307,680,94.44,87.52,69.7,3.41,25.99,0
M017,307,461,64.03,82.04,63.8,2.89,19.82,0
M018,307,711,98.75,74.54,72.3,1.81,5.38,0
M001,308,517,71.81,84.16,76.5,2.85,19.02,0
M002,308,585,81.25,87.79,69.1,2.67,17.89,0
M003,308,705,97.92,82.27,52.0,2.21,5.17,0
M004,308,549,76.25,83.35,72.8,2.17,16.64,0
M005,308,707,98.19,76.99,54.9,1.15,9.98,0
M006,308,426,59.17,85.24,70.6,2.83,4.78,1
M007,308,556,77.22,85.58,71.6,3.82,15.62,0
M008,308,533,74.03,80.73,70.7,2.62,9.31,0
M009,308,494,68.61,79.61,63.5,3.08,5.5,1
M010,308,706,98.06,78.51,62.5,2.37,6.59,1
M011,308,605,84.03,89.52,71.2,1.72,19.5,0
M012,308,433,60.14,77.52,70.2,1.33,4.56,0
M013,308,638,88.61,86.19,73.1,2.51,25.07,0
M014,308,562,78.06,73.52,60.8,2.97,5.52,0
M015,308,511,70.97,84.83,55.5,2.43,3.87,0
M016,308,610,84.72,74.98,75.0,3.84,18.87,0
M017,308,566,78.61,80.59,66.2,2.12,13.83,0
M018,308,662,91.94,83.72,56.8,2.46,4.58,0
M001,309,581,80.69,80.98,67.6,2.55,13.45,0
M002,309,682,94.72,82.45,73.7,2.12,14.17,0
M003,309,526,73.06,89.13,72.5,4.06,4.5,0
M004,309,492,68.33,86.14,56.5,2.88,10.9,0
M005,309,560,77.78,90.28,77.0,2.98,12.96,0
M006,309,426,59.17,85.13,75.9,2.22,4.1,0
M007,309,434,60.28,84.8,80.6,3.47,16.89,0
M008,309,547,75.97,84.56,68.3,2.36,11.2,0
M009,309,620,86.11,81.11,65.2,3.1,3.82,0
M010,309,637,88.47,78.43,68.6,2.25,7.03,0
M011,309,702,97.5,77.8,73.0,2.49,23.05,0
M012,309,440,61.11,73.55,69.1,3.47,5.65,1
M013,309,698,96.94,75.99,58.3,3.05,30.33,1
M014,309,507,70.42,80.57,67.5,2.46,7.22,0
M015,309,687,95.42,77.15,77.9,2.32,4.48,1
M016,309,580,80.56,76.31,77.3,3.77,19.41,0
M017,309,652,90.56,85.56,62.9,2.7,14.68,0
M018,309,522,72.5,73.73,72.8,3.27,3.87,1
M001,310,604,83.89,89.06,75.2,2.34,16.05,1
