record_id,production_order_id,machine_id,operator_id,planned_quantity,actual_quantity,rejected_quantity,runtime_minutes,downtime_minutes,machine_health,efficiency_percent
PR001097,PO001097,M015,EMP000199,320,317,3,4495,15,90.37,89.22
PR001098,PO001098,M016,EMP000144,257,251,6,5149,9,94.15,90.27
PR001099,PO001099,M002,EMP000380,423,418,5,7632,18,85.73,83.92
PR001100,PO001100,M004,EMP000284,325,322,3,4880,5,96.46,94.09
PR001101,PO001101,M008,EMP000374,389,381,8,6255,31,83.87,82.07
PR001102,PO001102,M011,EMP000348,500,494,6,6006,6,95.24,92.94
PR001103,PO001103,M014,EMP000066,304,301,3,4272,16,91.38,89.27
PR001104,PO001104,M018,EMP000079,280,274,6,5625,25,85.82,85.23
PR001105,PO001105,M003,EMP000380,438,432,6,7911,27,84.43,80.95
PR001106,PO001106,M005,EMP000087,317,314,3,4776,21,82.92,80.01
PR001107,PO001107,M008,EMP000077,336,331,5,5386,10,92.1,91.37
PR001108,PO001108,M011,EMP000299,479,475,4,5764,16,86.17,82.01
PR001109,PO001109,M014,EMP000288,328,324,4,4599,7,95.01,94.31
PR001110,PO001110,M017,EMP000352,292,287,5,5842,2,98.13,94.52
PR001111,PO001111,M003,EMP000188,377,373,4,6794,8,92.96,92.4
PR001112,PO001112,M005,EMP000206,329,326,3,4946,11,92.92,92.05
PR001113,PO001113,M008,EMP000402,358,352,6,5745,17,88.74,84.0
PR001114,PO001114,M011,EMP000308,437,433,4,5252,8,94.09,91.23
PR001115,PO001115,M015,EMP000365,334,331,3,4703,27,85.86,84.5
PR001116,PO001116,M016,EMP000136,260,255,5,5222,22,88.42,84.7
PR001117,PO001117,M002,EMP000264,410,403,7,7405,25,82.95,78.84
PR001118,PO001118,M004,EMP000232,376,372,4,5649,9,92.29,88.83
PR001119,PO001119,M009,EMP000002,405,399,6,6490,10,93.1,91.2
PR001120,PO001120,M012,EMP000246,498,494,4,5993,17,88.32,86.97
PR001121,PO001121,M013,EMP000095,331,327,4,4655,21,88.17,86.49
PR001122,PO001122,M016,EMP000124,268,264,4,5379,19,84.77,83.71
PR001123,PO001123,M003,EMP000167,368,362,6,6627,3,97.46,96.45
PR001124,PO001124,M006,EMP000285,367,364,3,5522,17,86.09,83.24
PR001125,PO001125,M009,EMP000198,374,369,5,5985,1,98.77,98.53
PR001126,PO001126,M011,EMP000113,484,478,6,5833,25,87.25,83.49
PR001127,PO001127,M015,EMP000342,326,322,4,4577,13,90.5,88.55
PR001128,PO001128,M016,EMP000164,268,262,6,5387,27,84.2,82.54
PR001129,PO001129,M002,EMP000180,434,429,5,7827,15,90.56,86.68
PR001130,PO001130,M006,EMP000300,368,365,3,5527,7,95.53,91.19
PR001131,PO001131,M008,EMP000076,405,397,8,6506,26,84.74,84.35
PR001132,PO001132,M011,EMP000218,489,484,5,5870,2,98.2,97.12
PR001133,PO001133,M015,EMP000110,282,278,4,3975,27,84.39,79.42
PR001134,PO001134,M016,EMP000184,282,276,6,5641,1,98.87,96.25
PR001135,PO001135,M002,EMP000294,381,375,6,6871,13,89.61,88.16
PR001136,PO001136,M006,EMP000153,309,305,4,4637,2,97.98,94.42
PR001137,PO001137,M009,EMP000007,418,409,9,6715,27,86.06,83.03
PR001138,PO001138,M011,EMP000250,455,452,3,5476,16,91.64,91.15
PR001139,PO001139,M013,EMP000269,284,280,4,3983,7,95.03,90.69
PR001140,PO001140,M016,EMP000115,272,268,4,5444,4,97.22,94.95
PR001141,PO001141,M003,EMP000132,431,425,6,7774,16,87.03,84.15
PR001142,PO001142,M006,EMP000056,377,372,5,5684,29,83.21,80.91
PR001143,PO001143,M008,EMP000186,383,375,8,6130,2,98.63,96.42
PR001144,PO001144,M011,EMP000279,498,494,4,5979,3,97.98,95.54
PR001145,PO001145,M015,EMP000319,336,331,5,4724,20,86.87,83.77
PR001146,PO001146,M017,EMP000102,241,237,4,4836,16,89.49,86.37
PR001147,PO001147,M001,EMP000188,397,390,7,7171,25,83.42,81.17
PR001148,PO001148,M004,EMP000302,318,315,3,4771,1,98.85,93.96
PR001149,PO001149,M007,EMP000178,380,374,6,6088,8,95.44,92.64
PR001150,PO001150,M011,EMP000173,458,453,5,5520,24,83.79,80.94
PR001151,PO001151,M015,EMP000048,333,329,4,4688,26,85.79,82.44
PR001152,PO001152,M017,EMP000150,246,242,4,4936,16,89.96,85.87
PR001153,PO001153,M003,EMP000276,449,443,6,8101,19,85.06,80.26
PR001154,PO001154,M005,EMP000130,312,309,3,4696,16,89.36,89.04
PR001155,PO001155,M007,EMP000198,350,345,5,5610,10,92.27,88.56
PR001156,PO001156,M011,EMP000133,482,478,4,5800,16,89.73,84.99
PR001157,PO001157,M015,EMP000288,293,289,4,4125,23,85.63,80.69
PR001158,PO001158,M016,EMP000313,273,266,7,5491,31,83.06,79.11
PR001159,PO001159,M003,EMP000037,380,374,6,6859,19,85.63,85.52
PR001160,PO001160,M006,EMP000375,358,355,3,5385,15,89.19,88.31
PR001161,PO001161,M007,EMP000094,387,380,7,6208,16,86.66,82.29
PR001162,PO001162,M010,EMP000328,423,420,3,5090,14,89.14,84.67
PR001163,PO001163,M015,EMP000048,327,322,5,4610,32,82.91,80.77
PR001164,PO001164,M016,EMP000217,287,282,5,5757,17,87.05,82.34
PR001165,PO001165,M001,EMP000162,417,411,6,7522,16,91.1,86.27
PR001166,PO001166,M005,EMP000256,353,349,4,5299,4,97.51,93.39
PR001167,PO001167,M009,EMP000382,363,356,7,5811,3,97.19,93.58
PR001168,PO001168,M011,EMP000411,496,491,5,5978,26,84.46,80.34
PR001169,PO001169,M013,EMP000224,285,281,4,3997,7,96.03,95.96
PR001170,PO001170,M016,EMP000303,263,257,6,5263,3,97.87,96.29
PR001171,PO001171,M001,EMP000216,418,410,8,7533,9,93.46,89.85
PR001172,PO001172,M005,EMP000010,366,362,4,5493,3,98.04,94.87
PR001173,PO001173,M009,EMP000094,376,370,6,6026,10,91.83,88.1
PR001174,PO001174,M011,EMP000334,478,474,4,5747,11,93.84,90.84
PR001175,PO001175,M015,EMP000220,286,281,5,4023,19,85.57,82.17
PR001176,PO001176,M017,EMP000136,294,289,5,5897,17,88.29,86.78
PR001177,PO001177,M003,EMP000029,382,375,7,6881,5,95.92,93.42
PR001178,PO001178,M006,EMP000370,342,338,4,5146,16,89.04,84.9
PR001179,PO001179,M009,EMP000060,346,340,6,5538,2,98.56,93.93
PR001180,PO001180,M010,EMP000328,440,436,4,5299,19,88.34,87.53
PR001181,PO001181,M013,EMP000096,311,307,4,4376,22,86.85,83.45
PR001182,PO001182,M016,EMP000266,263,259,4,5271,11,93.94,89.41
PR001183,PO001183,M001,EMP000078,425,420,5,7680,30,83.49,83.04
PR001184,PO001184,M005,EMP000206,380,375,5,5702,2,97.85,94.1
PR001185,PO001185,M009,EMP000258,385,377,8,6174,14,91.26,88.74
PR001186,PO001186,M010,EMP000185,462,457,5,5556,12,93.35,92.29
PR001187,PO001187,M015,EMP000151,294,289,5,4127,11,91.38,87.1
PR001188,PO001188,M016,EMP000008,271,265,6,5442,22,87.96,85.64
PR001189,PO001189,M001,EMP000358,383,376,7,6906,12,92.96,90.98
PR001190,PO001190,M005,EMP000331,310,306,4,4657,7,95.3,93.96
PR001191,PO001191,M007,EMP000123,398,390,8,6392,24,87.23,82.68
PR001192,PO001192,M010,EMP000145,449,446,3,5422,34,82.07,81.91
PR001193,PO001193,M015,EMP000378,335,330,5,4698,8,95.44,92.85
PR001194,PO001194,M018,EMP000103,271,266,5,5436,16,87.4,84.54
PR001195,PO001195,M003,EMP000294,416,410,6,7500,12,91.45,88.37
PR001196,PO001196,M004,EMP000396,314,310,4,4743,33,82.88,80.73
PR001197,PO001197,M007,EMP000317,364,358,6,5844,20,88.64,86.62
PR001198,PO001198,M010,EMP000218,435,432,3,5241,21,84.69,81.14
PR001199,PO001199,M015,EMP000367,308,303,5,4338,26,84.01,82.05
PR001200,PO001200,M017,EMP000114,276,271,5,5524,4,97.58,96.78
PR001201,PO001201,M002,EMP000349,430,423,7,7760,20,83.59,83.53
PR001202,PO001202,M004,EMP000304,377,372,5,5681,26,84.6,81.88
PR001203,PO001203,M008,EMP000385,405,396,9,6490,10,91.72,88.05
PR001204,PO001204,M012,EMP000242,496,491,5,5965,13,92.79,91.86
PR001205,PO001205,M015,EMP000075,328,323,5,4611,19,85.77,81.57
PR001206,PO001206,M016,EMP000052,267,263,4,5346,6,95.72,94.42
PR001207,PO001207,M003,EMP000358,443,435,8,7995,21,83.41,83.29
PR001208,PO001208,M005,EMP000192,308,305,3,4624,4,96.74,92.1
PR001209,PO001209,M008,EMP000385,380,375,5,6101,21,84.41,83.51
PR001210,PO001210,M011,EMP000100,415,412,3,4987,7,96.36,95.32
PR001211,PO001211,M013,EMP000141,316,312,4,4430,6,95.52,93.09
PR001212,PO001212,M018,EMP000200,280,274,6,5622,22,85.58,81.13
PR001213,PO001213,M001,EMP000142,438,430,8,7897,13,89.66,88.17
PR001214,PO001214,M004,EMP000130,330,327,3,4961,11,93.21,88.94
PR001215,PO001215,M009,EMP000117,380,373,7,6097,17,87.83,82.86
PR001216,PO001216,M011,EMP000341,476,472,4,5740,28,82.09,80.82
PR001217,PO001217,M013,EMP000405,313,308,5,4394,12,92.3,89.71
PR001218,PO001218,M017,EMP000104,258,254,4,5181,21,85.68,81.19
PR001219,PO001219,M002,EMP000394,425,420,5,7669,19,84.36,80.9
PR001220,PO001220,M004,EMP000091,321,317,4,4833,18,86.65,86.19
PR001221,PO001221,M007,EMP000329,371,365,6,5946,10,93.08,89.03
PR001222,PO001222,M010,EMP000169,489,485,4,5871,3,98.09,96.84
PR001223,PO001223,M013,EMP000319,290,287,3,4066,6,96.38,91.57
PR001224,PO001224,M017,EMP000366,293,288,5,5867,7,95.48,94.65
PR001225,PO001225,M003,EMP000368,410,404,6,7388,8,94.28,92.05
PR001226,PO001226,M004,EMP000285,377,373,4,5674,19,86.62,86.08
PR001227,PO001227,M008,EMP000351,416,407,9,6677,21,85.4,80.91
PR001228,PO001228,M011,EMP000411,457,453,4,5503,19,89.64,84.85
PR001229,PO001229,M015,EMP000287,283,278,5,3980,18,88.97,84.58
PR001230,PO001230,M018,EMP000194,287,281,6,5753,13,91.02,90.45
PR001231,PO001231,M003,EMP000380,407,402,5,7340,14,89.3,88.07
PR001232,PO001232,M005,EMP000379,345,342,3,5190,15,88.32,86.75
PR001233,PO001233,M007,EMP000007,347,341,6,5563,11,93.7,92.63
PR001234,PO001234,M011,EMP000337,481,477,4,5789,17,87.47,87.14
PR001235,PO001235,M015,EMP000412,317,312,5,4457,19,85.61,82.81
PR001236,PO001236,M018,EMP000313,265,260,5,5303,3,98.09,94.73
PR001237,PO001237,M002,EMP000264,387,380,7,6978,12,92.99,90.81
PR001238,PO001238,M005,EMP000301,345,342,3,5193,18,85.37,82.9
PR001239,PO001239,M008,EMP000408,406,398,8,6513,17,86.67,84.41
PR001240,PO001240,M010,EMP000109,472,469,3,5675,11,92.05,91.94
PR001241,PO001241,M014,EMP000378,278,274,4,3899,7,95.32,95.3
PR001242,PO001242,M016,EMP000316,280,275,5,5631,31,84.23,84.04
PR001243,PO001243,M001,EMP000353,375,370,5,6763,13,90.97,90.89
PR001244,PO001244,M005,EMP000301,362,358,4,5435,5,96.11,94.61
PR001245,PO001245,M008,EMP000258,361,355,6,5791,15,87.88,84.01
PR001246,PO001246,M010,EMP000097,483,478,5,5820,24,82.8,77.88
PR001247,PO001247,M013,EMP000381,307,302,5,4311,13,92.9,88.68
PR001248,PO001248,M018,EMP000280,263,259,4,5282,22,83.75,79.62
PR001249,PO001249,M001,EMP000310,407,402,5,7328,2,98.89,95.27
PR001250,PO001250,M006,EMP000256,325,321,4,4904,29,83.5,79.44
PR001251,PO001251,M008,EMP000209,416,410,6,6666,10,91.14,87.7
PR001252,PO001252,M012,EMP000238,489,485,4,5871,3,97.02,96.78
PR001253,PO001253,M014,EMP000234,283,280,3,3985,23,86.48,82.52
PR001254,PO001254,M016,EMP000149,240,236,4,4811,11,93.88,90.96
PR001255,PO001255,M002,EMP000389,369,363,6,6658,16,87.43,84.51
PR001256,PO001256,M006,EMP000119,332,328,4,4984,4,97.22,93.88
PR001257,PO001257,M009,EMP000032,392,386,6,6294,22,86.09,83.64
PR001258,PO001258,M010,EMP000270,489,484,5,5875,7,95.13,94.67
PR001259,PO001259,M013,EMP000148,326,322,4,4572,8,94.09,89.91
PR001260,PO001260,M016,EMP000112,270,266,4,5413,13,93.0,89.53
PR001261,PO001261,M001,EMP000276,409,403,6,7375,13,90.41,87.06
PR001262,PO001262,M006,EMP000251,317,313,4,4773,18,88.55,86.85
PR001263,PO001263,M008,EMP000020,383,375,8,6136,8,94.95,93.38
PR001264,PO001264,M010,EMP000051,448,445,3,5386,10,94.04,89.8
PR001265,PO001265,M015,EMP000229,290,286,4,4090,30,84.21,82.28
PR001266,PO001266,M018,EMP000102,276,272,4,5530,10,92.55,90.55
PR001267,PO001267,M003,EMP000018,443,436,7,7992,18,89.19,84.43
PR001268,PO001268,M005,EMP000335,348,345,3,5245,25,83.74,83.2
PR001269,PO001269,M007,EMP000408,416,409,7,6683,27,82.28,80.95
PR001270,PO001270,M010,EMP000325,452,448,4,5437,13,91.03,90.44
PR001271,PO001271,M015,EMP000381,328,324,4,4608,16,88.03,86.05
PR001272,PO001272,M016,EMP000366,297,293,4,5959,19,87.67,85.82
PR001273,PO001273,M001,EMP000380,375,370,5,6772,22,88.5,87.53
PR001274,PO001274,M006,EMP000414,353,349,4,5316,21,85.0,81.96
PR001275,PO001275,M008,EMP000374,376,371,5,6036,20,83.86,82.62
PR001276,PO001276,M010,EMP000218,435,432,3,5250,30,83.96,81.08
PR001277,PO001277,M013,EMP000121,303,299,4,4254,12,91.05,86.64
PR001278,PO001278,M018,EMP000155,278,272,6,5576,16,88.88,87.78
PR001279,PO001279,M003,EMP000030,396,391,5,7137,9,93.76,92.9
PR001280,PO001280,M004,EMP000006,342,339,3,5142,12,92.83,91.39
PR001281,PO001281,M009,EMP000026,413,405,8,6636,28,85.15,82.04
PR001282,PO001282,M010,EMP000278,495,490,5,5946,6,96.49,95.64
PR001283,PO001283,M014,EMP000381,278,274,4,3914,22,84.83,82.55
PR001284,PO001284,M017,EMP000092,264,258,6,5290,10,93.32,93.22
PR001285,PO001285,M001,EMP000253,423,418,5,7618,4,96.98,93.18
PR001286,PO001286,M006,EMP000304,313,309,4,4713,18,87.99,87.98
PR001287,PO001287,M007,EMP000356,382,375,7,6124,12,90.03,89.94
PR001288,PO001288,M010,EMP000055,449,444,5,5406,18,86.94,84.42
PR001289,PO001289,M014,EMP000017,318,314,4,4458,6,95.18,91.16
PR001290,PO001290,M018,EMP000263,251,246,5,5034,14,90.34,87.61
PR001291,PO001291,M001,EMP000191,362,357,5,6537,21,86.31,82.17
PR001292,PO001292,M004,EMP000354,305,301,4,4594,19,87.67,84.35
PR001293,PO001293,M007,EMP000160,341,335,6,5461,5,96.34,94.99
PR001294,PO001294,M011,EMP000090,464,460,4,5577,9,92.88,90.83
PR001295,PO001295,M015,EMP000210,336,331,5,4705,1,98.9,98.75
PR001296,PO001296,M017,EMP000115,284,280,4,5689,9,93.83,92.8
PR001297,PO001297,M001,EMP000372,441,435,6,7941,3,97.65,97.11
PR001298,PO001298,M006,EMP000040,323,318,5,4857,12,92.66,88.1
PR001299,PO001299,M007,EMP000007,375,369,6,6004,4,96.89,92.34
PR001300,PO001300,M012,EMP000307,426,423,3,5132,20,87.63,82.9
PR001301,PO001301,M015,EMP000134,313,308,5,4406,24,85.24,81.73
PR001302,PO001302,M018,EMP000221,280,274,6,5629,29,84.09,81.26
PR001303,PO001303,M003,EMP000029,442,434,8,7971,15,87.9,87.86
PR001304,PO001304,M005,EMP000396,359,355,4,5412,27,84.5,81.88
PR001305,PO001305,M007,EMP000077,343,338,5,5499,11,91.49,89.06
PR001306,PO001306,M010,EMP000364,455,450,5,5480,20,87.01,85.92
PR001307,PO001307,M014,EMP000088,279,276,3,3931,25,84.1,84.07
PR001308,PO001308,M018,EMP000195,287,280,7,5744,4,96.18,95.49
PR001309,PO001309,M003,EMP000353,382,376,6,6883,7,95.35,90.56
PR001310,PO001310,M004,EMP000301,321,317,4,4818,3,98.21,97.5
PR001311,PO001311,M007,EMP000020,356,351,5,5716,20,89.34,87.89
PR001312,PO001312,M011,EMP000341,466,462,4,5594,2,97.86,94.47
PR001313,PO001313,M015,EMP000404,305,300,5,4291,21,88.78,84.31
PR001314,PO001314,M017,EMP000163,248,242,6,4970,10,92.15,89.97
PR001315,PO001315,M002,EMP000310,375,370,5,6755,5,95.67,91.83
PR001316,PO001316,M005,EMP000252,358,354,4,5384,14,89.08,87.56
PR001317,PO001317,M009,EMP000126,344,337,7,5507,3,97.76,96.84
PR001318,PO001318,M012,EMP000113,473,468,5,5680,4,96.18,93.55
PR001319,PO001319,M013,EMP000314,335,331,4,4706,16,90.56,88.77
PR001320,PO001320,M018,EMP000214,263,257,6,5279,19,89.93,87.62
PR001321,PO001321,M002,EMP000030,432,427,5,7807,31,82.45,82.01
PR001322,PO001322,M005,EMP000106,324,321,3,4864,4,97.42,94.52
PR001323,PO001323,M007,EMP000160,409,403,6,6558,14,92.56,88.17
PR001324,PO001324,M012,EMP000348,414,410,4,4972,4,96.37,93.02
PR001325,PO001325,M015,EMP000210,337,334,3,4726,8,94.97,90.77
PR001326,PO001326,M016,EMP000079,294,288,6,5906,26,86.59,86.05
PR001327,PO001327,M001,EMP000128,365,359,6,6576,6,95.97,92.52
PR001328,PO001328,M005,EMP000302,353,349,4,5321,26,84.06,81.51
PR001329,PO001329,M007,EMP000026,340,333,7,5449,9,93.93,91.12
PR001330,PO001330,M012,EMP000113,494,490,4,5958,30,84.32,81.12
PR001331,PO001331,M014,EMP000210,300,295,5,4212,12,92.68,88.0
PR001332,PO001332,M016,EMP000104,266,262,4,5330,10,92.6,92.26
PR001333,PO001333,M002,EMP000338,394,389,5,7096,4,96.96,95.72
PR001334,PO001334,M006,EMP000010,351,346,5,5293,28,82.42,80.47
PR001335,PO001335,M009,EMP000286,342,337,5,5492,20,87.1,86.18
PR001336,PO001336,M010,EMP000235,466,462,4,5597,5,96.41,93.35
PR001337,PO001337,M014,EMP000176,280,277,3,3928,8,93.19,92.46
PR001338,PO001338,M017,EMP000027,289,283,6,5807,27,84.41,83.21
PR001339,PO001339,M002,EMP000372,371,366,5,6686,8,93.89,91.49
PR001340,PO001340,M005,EMP000069,305,302,3,4602,27,83.7,81.86
PR001341,PO001341,M007,EMP000277,373,365,8,5989,21,88.56,86.24
PR001342,PO001342,M011,EMP000403,494,490,4,5950,22,84.52,83.92
PR001343,PO001343,M013,EMP000011,331,326,5,4643,9,91.87,88.62
PR001344,PO001344,M018,EMP000214,271,267,4,5440,20,89.56,87.79
PR001345,PO001345,M003,EMP000128,429,424,5,7726,4,97.0,96.95
PR001346,PO001346,M004,EMP000130,304,300,4,4577,17,90.51,89.46
PR001347,PO001347,M007,EMP000351,365,360,5,5854,14,90.93,90.06
PR001348,PO001348,M011,EMP000145,481,476,5,5783,11,93.15,90.85
PR001349,PO001349,M013,EMP000121,314,309,5,4424,28,84.38,81.09
PR001350,PO001350,M018,EMP000346,264,258,6,5311,31,83.16,80.74
PR001351,PO001351,M003,EMP000293,399,393,6,7192,10,92.3,88.76
PR001352,PO001352,M004,EMP000326,371,367,4,5574,9,93.2,89.71
PR001353,PO001353,M008,EMP000036,398,393,5,6381,13,91.87,87.72
PR001354,PO001354,M010,EMP000169,491,486,5,5923,31,82.5,81.34
PR001355,PO001355,M013,EMP000028,277,274,3,3894,16,90.49,88.87
PR001356,PO001356,M018,EMP000281,266,262,4,5329,9,95.12,91.14
PR001357,PO001357,M002,EMP000357,418,410,8,7529,5,96.97,95.05
PR001358,PO001358,M004,EMP000232,378,375,3,5672,2,97.68,96.43
PR001359,PO001359,M009,EMP000093,353,346,7,5656,8,94.75,92.88
PR001360,PO001360,M011,EMP000097,409,405,4,4931,23,82.5,81.96
PR001361,PO001361,M015,EMP000033,279,276,3,3932,26,84.26,81.48
PR001362,PO001362,M018,EMP000144,248,243,5,4976,16,90.35,89.22
PR001363,PO001363,M002,EMP000111,393,389,4,7091,17,89.38,85.43
PR001364,PO001364,M005,EMP000004,345,342,3,5209,34,82.41,81.93
PR001365,PO001365,M008,EMP000123,370,363,7,5938,18,84.39,80.52
PR001366,PO001366,M010,EMP000238,425,420,5,5104,4,96.7,93.29
PR001367,PO001367,M015,EMP000005,285,282,3,3999,9,94.38,93.43
PR001368,PO001368,M016,EMP000092,250,244,6,5006,6,96.07,94.29
PR001369,PO001369,M002,EMP000318,400,394,6,7206,6,96.51,94.32
PR001370,PO001370,M004,EMP000354,372,368,4,5585,5,96.86,96.22
PR001371,PO001371,M007,EMP000026,393,386,7,6314,26,83.72,83.46
PR001372,PO001372,M011,EMP000250,433,428,5,5228,32,82.38,80.93
PR001373,PO001373,M013,EMP000088,292,289,3,4104,16,88.64,84.28
PR001374,PO001374,M017,EMP000376,292,286,6,5861,21,86.9,85.69
PR001375,PO001375,M003,EMP000118,437,430,7,7877,11,92.39,89.3
PR001376,PO001376,M004,EMP000401,345,340,5,5179,4,97.16,92.48
PR001377,PO001377,M007,EMP000020,367,362,5,5880,8,93.1,90.99
PR001378,PO001378,M011,EMP000364,465,460,5,5583,3,97.1,96.08
PR001379,PO001379,M015,EMP000212,310,307,3,4362,22,87.6,83.04
PR001380,PO001380,M016,EMP000182,241,236,5,4837,17,90.39,87.57
PR001381,PO001381,M002,EMP000078,431,426,5,7765,7,96.2,94.47
PR001382,PO001382,M006,EMP000285,335,331,4,5044,19,89.08,84.43
PR001383,PO001383,M008,EMP000295,349,344,5,5596,12,90.14,86.52
PR001384,PO001384,M010,EMP000120,401,397,4,4825,13,90.44,88.69
PR001385,PO001385,M013,EMP000011,288,283,5,4040,8,95.29,94.15
PR001386,PO001386,M017,EMP000398,263,258,5,5292,32,82.45,81.47
PR001387,PO001387,M003,EMP000389,442,436,6,7976,20,88.45,88.36
PR001388,PO001388,M006,EMP000248,379,374,5,5702,17,88.58,87.95
PR001389,PO001389,M007,EMP000032,338,332,6,5419,11,91.34,90.75
PR001390,PO001390,M010,EMP000177,482,476,6,5787,3,97.36,95.64
PR001391,PO001391,M013,EMP000369,283,280,3,3979,17,86.05,86.0
PR001392,PO001392,M016,EMP000136,242,239,3,4849,9,94.79,92.11
PR001393,PO001393,M001,EMP000333,381,377,4,6866,8,95.63,94.38
PR001394,PO001394,M005,EMP000010,354,350,4,5336,26,82.96,81.55
PR001395,PO001395,M007,EMP000026,384,379,5,6158,14,92.24,87.25
PR001396,PO001396,M011,EMP000013,422,419,3,5083,19,88.76,85.48
PR001397,PO001397,M013,EMP000413,295,291,4,4132,2,97.95,94.42
PR001398,PO001398,M017,EMP000227,268,263,5,5365,5,97.26,95.04
PR001399,PO001399,M001,EMP000180,438,432,6,7903,19,88.24,83.9
PR001400,PO001400,M006,EMP000289,335,332,3,5029,4,97.18,94.47
PR001401,PO001401,M008,EMP000036,399,392,7,6402,18,87.89,83.14
PR001402,PO001402,M012,EMP000377,461,457,4,5564,32,83.33,79.12
PR001403,PO001403,M013,EMP000110,307,303,4,4319,21,87.18,86.57
PR001404,PO001404,M016,EMP000417,266,261,5,5325,5,95.39,94.21
PR001405,PO001405,M003,EMP000078,427,420,7,7695,9,94.99,94.88
PR001406,PO001406,M006,EMP000249,373,368,5,5617,22,86.6,85.1
PR001407,PO001407,M008,EMP000339,381,376,5,6127,31,83.02,81.1
PR001408,PO001408,M012,EMP000418,500,496,4,6017,17,88.5,87.38
PR001409,PO001409,M014,EMP000413,336,333,3,4715,11,93.22,89.92
PR001410,PO001410,M017,EMP000112,257,251,6,5149,9,94.97,90.42
PR001411,PO001411,M001,EMP000368,400,393,7,7222,22,87.72,86.41
PR001412,PO001412,M004,EMP000087,307,303,4,4622,17,85.68,82.05
PR001413,PO001413,M007,EMP000267,396,388,8,6341,5,96.72,92.08
PR001414,PO001414,M011,EMP000137,498,492,6,5983,7,95.73,90.97
PR001415,PO001415,M013,EMP000107,292,288,4,4114,26,86.89,84.22
PR001416,PO001416,M016,EMP000114,282,275,7,5650,10,94.23,92.93
PR001417,PO001417,M002,EMP000129,428,420,8,7724,20,89.94,88.75
PR001418,PO001418,M004,EMP000106,332,327,5,5003,23,86.77,85.4
PR001419,PO001419,M008,EMP000038,381,376,5,6103,7,95.11,92.25
PR001420,PO001420,M010,EMP000235,430,426,4,5178,18,86.66,85.41
PR001421,PO001421,M014,EMP000166,317,312,5,4443,5,95.12,93.59
PR001422,PO001422,M016,EMP000283,285,281,4,5707,7,96.21,93.99
PR001423,PO001423,M002,EMP000318,432,425,7,7797,21,82.15,80.36
PR001424,PO001424,M004,EMP000196,376,373,3,5653,13,91.46,88.56
PR001425,PO001425,M008,EMP000339,405,398,7,6484,4,97.25,92.48
PR001426,PO001426,M010,EMP000169,462,458,4,5568,24,86.39,85.09
PR001427,PO001427,M013,EMP000269,279,275,4,3924,18,85.87,81.51
PR001428,PO001428,M018,EMP000184,254,249,5,5104,24,85.96,85.04
PR001429,PO001429,M003,EMP000387,421,416,5,7593,15,89.49,86.72
PR001430,PO001430,M005,EMP000069,329,326,3,4938,3,98.18,93.3
PR001431,PO001431,M008,EMP000117,358,353,5,5734,6,96.36,93.66
PR001432,PO001432,M010,EMP000218,402,399,3,4842,18,85.99,83.46
PR001433,PO001433,M015,EMP000247,290,286,4,4082,22,83.32,80.47
PR001434,PO001434,M018,EMP000221,295,290,5,5908,8,93.58,91.45
PR001435,PO001435,M001,EMP000306,407,400,7,7355,29,82.42,80.62
PR001436,PO001436,M006,EMP000154,354,350,4,5314,4,97.26,92.55
PR001437,PO001437,M007,EMP000053,379,374,5,6090,26,82.53,81.08
PR001438,PO001438,M011,EMP000097,417,414,3,5014,10,92.05,90.99
PR001439,PO001439,M015,EMP000005,327,322,5,4588,10,94.17,90.25
PR001440,PO001440,M017,EMP000303,281,275,6,5623,3,97.98,95.07
PR001441,PO001441,M001,EMP000009,450,442,8,8127,27,84.55,81.3
PR001442,PO001442,M006,EMP000332,349,344,5,5238,3,98.3,95.47
PR001443,PO001443,M009,EMP000026,411,405,6,6589,13,92.72,90.03
PR001444,PO001444,M011,EMP000291,439,435,4,5273,5,96.93,93.89
PR001445,PO001445,M015,EMP000096,309,305,4,4339,13,90.85,89.87
PR001446,PO001446,M016,EMP000057,286,279,7,5723,3,97.49,93.49
PR001447,PO001447,M003,EMP000311,433,426,7,7814,20,85.93,81.07
PR001448,PO001448,M006,EMP000256,308,305,3,4640,20,89.57,87.52
PR001449,PO001449,M009,EMP000053,376,369,7,6026,10,91.53,89.72
PR001450,PO001450,M010,EMP000189,481,476,5,5797,25,85.92,84.77
PR001451,PO001451,M013,EMP000138,335,330,5,4692,2,98.77,97.55
PR001452,PO001452,M017,EMP000240,287,281,6,5751,11,93.46,90.43
PR001453,PO001453,M001,EMP000309,404,398,6,7287,15,87.81,85.77
PR001454,PO001454,M004,EMP000130,315,312,3,4749,24,84.52,80.11
PR001455,PO001455,M009,EMP000230,417,410,7,6695,23,85.06,84.23
PR001456,PO001456,M011,EMP000014,457,454,3,5492,8,95.01,92.66
PR001457,PO001457,M014,EMP000151,298,295,3,4178,6,96.78,96.66
PR001458,PO001458,M018,EMP000155,244,240,4,4907,27,83.24,80.59
PR001459,PO001459,M002,EMP000025,373,368,5,6728,14,89.18,85.7
PR001460,PO001460,M004,EMP000106,310,307,3,4669,19,86.99,82.87
PR001461,PO001461,M008,EMP000356,389,384,5,6233,9,92.35,88.74
PR001462,PO001462,M011,EMP000273,463,458,5,5560,4,97.65,93.1
